Avg,Stdev,Avg Dist,Avg,Stdev,Avg Dist,Avg,Stdev,Avg Dist,Avg,Stdev,Avg Dist
"2,561.54405749",43.7040402606,25.6154405749,"2,330.04422333",769.727670239,23.3004422333,"2,205.56988889","1,122.47308088",22.1665315466,"2,234.91588889",58.5819295791,22.46146622
"2,535.25461581",90.6361212604,25.3525461581,"2,219.80121614",709.801564478,22.1980121614,"2,244.30777778","1,110.98552515",22.5558570631,"2,271.14666667",110.160215161,22.8255946399
"2,470.38430072",58.4158542495,24.7038430072,"2,348.31044776",587.869934854,23.4831044776,"2,215.49066667","1,114.65871003",22.2662378559,"2,243.67133333",81.0963127391,22.5494606365
"2,453.82443339",57.6088730223,24.5382443339,"2,222.98175788",793.150289608,22.2298175788,"2,223.46911111","1,103.11949576",22.3464232272,"2,252.65911111",84.6085743386,22.6397900614
"2,323.95533444",178.255318395,23.2395533444,"2,444.04156993",741.395816717,24.4404156993,"2,200.62088889","1,164.90349447",22.1167928532,"2,231.41888889",52.3239258294,22.4263204913
"2,205.28623549",152.236537385,22.0528623549,"2,402.19657269",928.864651616,24.0219657269,"2,215.77688889","1,136.71460571",22.2691144612,"2,243.79888889",106.614864843,22.5507426019
"1,883.85140962",103.626919617,18.8385140962,"2,253.62874516",447.255723373,22.5362874516,"2,203.108","1,156.25250959",22.1417889447,"2,234.17111111",102.608004131,22.4539810162
"2,197.78175788",62.728385668,21.9778175788,"2,327.16838032",639.913685681,23.2716838032,"2,209.22433333","1,129.57064393",22.2032596315,"2,240.78166667",44.2393770537,22.5204187605
"2,557.89607518",96.9117736987,25.5789607518,"2,469.83747927",457.173689044,24.6983747927,"2,230.06666667","1,153.82198167",22.4127303183,"2,260.26822222",58.0252423487,22.7162635399
"1,956.11055832",143.941607345,19.5611055832,"2,388.72902156",869.799601302,23.8872902156,"2,225.05222222","1,146.37559048",22.3623338917,"2,256.13133333",156.179419513,22.6746867672
"2,446.04665561",45.1584208035,24.4604665561,"2,121.31630735",432.919056164,21.2131630735,"2,180.098","1,131.39755778",21.9105326633,"2,208.79933333",119.57137706,22.1989882747
"2,490.81901603",113.762581842,24.9081901603,"2,270.58109453",981.515819108,22.7058109453,"2,212.75066667","1,133.79543884",22.2387001675,"2,244.82311111",61.784096917,22.5610362926
"2,194.51785517",102.686508654,21.9451785517,"2,349.53300166",400.074563642,23.4953300166,"2,214.36022222","1,114.36837233",22.2548766052,"2,241.84177778",33.0476407649,22.5310731435
"2,340.90093975",94.8107896345,23.4090093975,"2,335.85311222",646.23885350,23.3585311222,"2,213.67842222","1,128.51320914",22.2480243439,"2,242.62886667",81.2890984201,22.5389835846
End Test of d = 9,,,,,,,,,,,
"2,628.79363184",102.312982629,26.2879363184,"2,345.12",784.038420331,23.4512,"2,226.1941","1,059.1906209",22.3738100503,"2,250.5775",73.9119026544,22.6188693467
"2,620.89771144",118.783749402,26.2089771144,"2,390.92238806",737.183110888,23.9092238806,"2,204.6979","1,062.76658954",22.1577678392,"2,230.6541",68.9148094585,22.4186341709
"2,235.90587065",74.4031008461,22.3590587065,"2,483.1920398",918.063356895,24.831920398,"2,185.9541","1,077.01938454",21.9693879397,"2,213.9207",74.4973186383,22.2504592965
"2,188.63283582",94.2907730923,21.8863283582,"2,311.65452736",730.73722158,23.1165452736,"2,223.2495","1,076.94691756",22.3442160804,"2,250.3819",98.1818282891,22.6169035176
"1,888.21114428",115.745662555,18.8821114428,"2,194.79741294",502.307137031,21.9479741294,"2,227.504","1,065.64504677",22.3869748744,"2,249.3694",37.2036417666,22.6067276382
"2,262.90149254",67.582654247,22.6290149254,"2,328.35303483",949.530068808,23.2835303483,"2,225.3006","1,082.58533779",22.3648301508,"2,251.299",122.319591143,22.626120603
"2,622.41552239",117.225325115,26.2241552239,"2,406.73970149",861.529424408,24.0673970149,"2,224.0181","1,105.64674204",22.3519407035,"2,253.7833",39.1836603612,22.6510884422
"2,638.51402985",80.2787503187,26.3851402985,"2,504.75383085",614.718791877,25.0475383085,"2,200.6382","1,045.9144382",22.1169668342,"2,225.3204",35.3496193289,22.3650291457
"2,209.57850746",64.6311091579,22.0957850746,"2,091.47860697",511.085068085,20.9147860697,"2,200.543","1,061.97737228",22.1160100503,"2,226.9808",69.1785342487,22.3817165829
"2,610.17791045",70.7848206341,26.1017791045,"2,351.74825871",257.674227652,23.5174825871,"2,216.6428","1,031.35979995",22.2778170854,"2,237.5696",44.0141528057,22.4881366834
"2,082.28636816",69.2916737629,20.8228636816,"2,158.95323383",628.691102439,21.5895323383,"2,222.1522","1,052.77294852",22.3331879397,"2,248.5114",68.5656243223,22.5981045226
"2,505.44597015",34.292428364,25.0544597015,"2,326.36119403","1,089.45456247",23.2636119403,"2,196.5557","1,032.7964463",22.0759366834,"2,216.5133",59.9469423849,22.2765155779
"2,368.76636816",16.2915999553,23.6876636816,"2,381.30985075",628.398286109,23.8130985075,"2,209.4733","1,086.72517471",22.205761809,"2,234.8445",77.9070196099,22.4607487437
"1,997.28895522",61.5965053493,19.9728895522,"2,213.98288557","1,063.44713079",22.1398288557,"2,220.8143","1,064.9000913",22.3197417085,"2,246.9605",41.817357951,22.5825175879
"2,051.00298507",82.0209420138,20.5100298507,"2,167.01731343",316.572494101,21.6701731343,"2,229.6647","1,030.43460156",22.4086904523,"2,252.5059",97.1554267023,22.6382502513
"2,179.62208955",110.784424045,21.7962208955,"2,067.17174129",866.109847736,20.6717174129,"2,199.256","1,064.96687069",22.1030753769,"2,223.791",47.0574378074,22.3496582915
"2,451.19144279",68.816723673,24.5119144279,"2,093.85950249",613.182999043,20.9385950249,"2,215.6365","1,036.23756313",22.2677035176,"2,239.6435",78.6638196759,22.5089798995
"2,105.43502488",108.37588096,21.0543502488,"2,475.81054726",529.926302425,24.7581054726,"2,224.3604","1,073.47535894",22.3553809045,"2,249.839",76.0988108613,22.6114472362
"2,234.3080597",92.3501738881,22.343080597,"2,181.95024876",581.910853397,21.8195024876,"2,214.635","1,109.37290083",22.257638191,"2,241.955",61.2584150587,22.5322110553
"1,966.56199005",65.6959779935,19.6656199005,"2,251.32139303",465.711398039,22.5132139303,"2,225.7724","1,062.02989157",22.3695718593,"2,251.4968",80.0155465913,22.6281085427
"2,292.39689552",80.7777629,22.9239689552,"2,286.32488557",682.513590205,22.8632488557,"2,214.653","1,064.13820486",22.2578205025,"2,239.7959",67.562072983,22.5105113568
End Test of d = 10,,,,,,,,,,,
